image_path,image_url,source,topic,caption,question_num,question,answer
dataset_images/pexels_person_4_14.jpg,https://images.pexels.com/photos/36819459/pexels-photo-36819459.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,portrait of a confident woman in a modern outfit against a dark background.,2,What is the background like?,The background is dark.
dataset_images/pexels_person_4_14.jpg,https://images.pexels.com/photos/36819459/pexels-photo-36819459.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,portrait of a confident woman in a modern outfit against a dark background.,3,How does the woman appear?,She appears confident.
dataset_images/pexels_person_4_14.jpg,https://images.pexels.com/photos/36819459/pexels-photo-36819459.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,portrait of a confident woman in a modern outfit against a dark background.,4,Is this a male or female subject?,The subject is a woman.
dataset_images/pexels_person_4_14.jpg,https://images.pexels.com/photos/36819459/pexels-photo-36819459.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,portrait of a confident woman in a modern outfit against a dark background.,5,How would you describe the mood?,The mood is bold and confident.
dataset_images/pexels_person_4_15.jpg,https://images.pexels.com/photos/7276102/pexels-photo-7276102.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,stylish monochrome portrait of an adult man with long hair in a striped hoodie looking down.,1,Is the image in color?,"No, it is a monochrome image."
dataset_images/pexels_person_4_15.jpg,https://images.pexels.com/photos/7276102/pexels-photo-7276102.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,stylish monochrome portrait of an adult man with long hair in a striped hoodie looking down.,2,How long is the man's hair?,He has long hair.
dataset_images/pexels_person_4_15.jpg,https://images.pexels.com/photos/7276102/pexels-photo-7276102.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,stylish monochrome portrait of an adult man with long hair in a striped hoodie looking down.,3,What is the man wearing?,He is wearing a striped hoodie.
dataset_images/pexels_person_4_15.jpg,https://images.pexels.com/photos/7276102/pexels-photo-7276102.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,stylish monochrome portrait of an adult man with long hair in a striped hoodie looking down.,4,Where is the man looking?,He is looking down.
dataset_images/pexels_person_4_15.jpg,https://images.pexels.com/photos/7276102/pexels-photo-7276102.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,stylish monochrome portrait of an adult man with long hair in a striped hoodie looking down.,5,How would you describe the portrait?,It is a stylish monochrome portrait.
dataset_images/pexels_person_4_16.jpg,https://images.pexels.com/photos/35187209/pexels-photo-35187209.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,"middle-aged man in blue shirt poses outdoors amidst lush greenery in darjeeling garden, india.",1,What color shirt is the man wearing?,He is wearing a blue shirt.
dataset_images/pexels_person_4_16.jpg,https://images.pexels.com/photos/35187209/pexels-photo-35187209.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,"middle-aged man in blue shirt poses outdoors amidst lush greenery in darjeeling garden, india.",2,Where was the photo taken?,"It was taken outdoors in a garden in Darjeeling, India."
dataset_images/pexels_person_4_16.jpg,https://images.pexels.com/photos/35187209/pexels-photo-35187209.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,"middle-aged man in blue shirt poses outdoors amidst lush greenery in darjeeling garden, india.",3,What is visible in the background?,Lush greenery is visible in the background.
dataset_images/pexels_person_4_16.jpg,https://images.pexels.com/photos/35187209/pexels-photo-35187209.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,"middle-aged man in blue shirt poses outdoors amidst lush greenery in darjeeling garden, india.",4,Is this an indoor or outdoor photo?,It is an outdoor photo.
dataset_images/pexels_person_4_16.jpg,https://images.pexels.com/photos/35187209/pexels-photo-35187209.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,"middle-aged man in blue shirt poses outdoors amidst lush greenery in darjeeling garden, india.",5,How old does the man appear?,He appears to be middle-aged.
dataset_images/pexels_person_4_17.jpg,https://images.pexels.com/photos/36645466/pexels-photo-36645466.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,a confident businessman posing and smiling in a modern office corridor.,1,What is the man wearing?,He is wearing a suit.
dataset_images/pexels_person_4_17.jpg,https://images.pexels.com/photos/36645466/pexels-photo-36645466.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,a confident businessman posing and smiling in a modern office corridor.,2,What is the man's expression?,He is smiling.
dataset_images/pexels_person_4_17.jpg,https://images.pexels.com/photos/36645466/pexels-photo-36645466.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,a confident businessman posing and smiling in a modern office corridor.,3,Where was the photo taken?,It was taken in a modern office corridor.
dataset_images/pexels_person_4_17.jpg,https://images.pexels.com/photos/36645466/pexels-photo-36645466.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,a confident businessman posing and smiling in a modern office corridor.,4,How would you describe the man?,He appears to be a confident businessman.
dataset_images/pexels_person_4_17.jpg,https://images.pexels.com/photos/36645466/pexels-photo-36645466.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,a confident businessman posing and smiling in a modern office corridor.,5,Is this an indoor or outdoor photo?,It is an indoor photo.
dataset_images/pexels_person_4_18.jpg,https://images.pexels.com/photos/18878866/pexels-photo-18878866.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,black and white portrait of a young woman in a traditional embroidered gown.,1,Is the image in color?,"No, it is a black and white image."
dataset_images/pexels_person_4_18.jpg,https://images.pexels.com/photos/18878866/pexels-photo-18878866.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,black and white portrait of a young woman in a traditional embroidered gown.,2,What is the woman wearing?,She is wearing a traditional embroidered gown.
dataset_images/pexels_person_4_18.jpg,https://images.pexels.com/photos/18878866/pexels-photo-18878866.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,black and white portrait of a young woman in a traditional embroidered gown.,3,How old does the woman appear?,She appears to be young.
dataset_images/pexels_person_4_18.jpg,https://images.pexels.com/photos/18878866/pexels-photo-18878866.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,black and white portrait of a young woman in a traditional embroidered gown.,4,How would you describe the gown?,The gown is traditional and embroidered.
dataset_images/pexels_person_4_18.jpg,https://images.pexels.com/photos/18878866/pexels-photo-18878866.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,black and white portrait of a young woman in a traditional embroidered gown.,5,What type of portrait is this?,It is a black and white portrait of a woman in traditional attire.
dataset_images/pexels_person_4_19.jpg,https://images.pexels.com/photos/7275989/pexels-photo-7275989.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,monochrome portrait of a young man with long hair and a plaid shirt.,1,Is the image in color?,"No, it is a monochrome image."
dataset_images/pexels_person_4_19.jpg,https://images.pexels.com/photos/7275989/pexels-photo-7275989.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,monochrome portrait of a young man with long hair and a plaid shirt.,2,How long is the man's hair?,He has long hair.
dataset_images/pexels_person_4_19.jpg,https://images.pexels.com/photos/7275989/pexels-photo-7275989.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,monochrome portrait of a young man with long hair and a plaid shirt.,3,What is the man wearing?,He is wearing a plaid shirt.
dataset_images/pexels_person_4_19.jpg,https://images.pexels.com/photos/7275989/pexels-photo-7275989.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,monochrome portrait of a young man with long hair and a plaid shirt.,4,How old does the man appear?,He appears to be a young man.
dataset_images/pexels_person_4_19.jpg,https://images.pexels.com/photos/7275989/pexels-photo-7275989.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,monochrome portrait of a young man with long hair and a plaid shirt.,5,How would you describe the portrait?,It is a monochrome portrait of a young man with long hair.
dataset_images/pexels_person_5_0.jpg,https://images.pexels.com/photos/36175289/pexels-photo-36175289.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,portrait of a smiling young adult sitting in a park with greenery.,1,What is the person's expression?,They are smiling.
dataset_images/pexels_person_5_0.jpg,https://images.pexels.com/photos/36175289/pexels-photo-36175289.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,portrait of a smiling young adult sitting in a park with greenery.,2,Where was the photo taken?,It was taken in a park.
dataset_images/pexels_person_5_0.jpg,https://images.pexels.com/photos/36175289/pexels-photo-36175289.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,portrait of a smiling young adult sitting in a park with greenery.,3,What is visible in the background?,Greenery is visible in the background.
dataset_images/pexels_person_5_0.jpg,https://images.pexels.com/photos/36175289/pexels-photo-36175289.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,portrait of a smiling young adult sitting in a park with greenery.,4,How old does the person appear?,They appear to be a young adult.
dataset_images/pexels_person_5_0.jpg,https://images.pexels.com/photos/36175289/pexels-photo-36175289.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,portrait of a smiling young adult sitting in a park with greenery.,5,Is this an indoor or outdoor photo?,It is an outdoor photo.
dataset_images/pexels_person_5_1.jpg,https://images.pexels.com/photos/7276199/pexels-photo-7276199.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,a striking black and white portrait of a young man with long hair and a striped shirt.,1,Is the image in color?,"No, it is a black and white image."
dataset_images/pexels_person_5_1.jpg,https://images.pexels.com/photos/7276199/pexels-photo-7276199.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,a striking black and white portrait of a young man with long hair and a striped shirt.,2,How long is the man's hair?,He has long hair.
dataset_images/pexels_person_5_1.jpg,https://images.pexels.com/photos/7276199/pexels-photo-7276199.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,a striking black and white portrait of a young man with long hair and a striped shirt.,3,What type of shirt is the man wearing?,He is wearing a striped shirt.
dataset_images/pexels_person_5_1.jpg,https://images.pexels.com/photos/7276199/pexels-photo-7276199.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,a striking black and white portrait of a young man with long hair and a striped shirt.,4,How would you describe the portrait?,It is a striking black and white portrait.
dataset_images/pexels_person_5_1.jpg,https://images.pexels.com/photos/7276199/pexels-photo-7276199.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,a striking black and white portrait of a young man with long hair and a striped shirt.,5,How old does the man appear?,He appears to be a young man.
dataset_images/pexels_person_5_2.jpg,https://images.pexels.com/photos/18339508/pexels-photo-18339508.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,thoughtful black and white portrait of a young bearded man in a white shirt.,1,Is the image in color?,"No, it is a black and white image."
dataset_images/pexels_person_5_2.jpg,https://images.pexels.com/photos/18339508/pexels-photo-18339508.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,thoughtful black and white portrait of a young bearded man in a white shirt.,2,Does the man have a beard?,"Yes, he is a bearded man."
dataset_images/pexels_person_5_2.jpg,https://images.pexels.com/photos/18339508/pexels-photo-18339508.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,thoughtful black and white portrait of a young bearded man in a white shirt.,3,What color shirt is the man wearing?,He is wearing a white shirt.
dataset_images/pexels_person_5_2.jpg,https://images.pexels.com/photos/18339508/pexels-photo-18339508.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,thoughtful black and white portrait of a young bearded man in a white shirt.,4,What is the man's expression?,He appears thoughtful.
dataset_images/pexels_person_5_2.jpg,https://images.pexels.com/photos/18339508/pexels-photo-18339508.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,thoughtful black and white portrait of a young bearded man in a white shirt.,5,How old does the man appear?,He appears to be a young man.
dataset_images/pexels_person_5_3.jpg,https://images.pexels.com/photos/18844941/pexels-photo-18844941.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,black and white portrait of a man with crossed arms against night lights.,1,Is the image in color?,"No, it is a black and white image."
dataset_images/pexels_person_5_3.jpg,https://images.pexels.com/photos/18844941/pexels-photo-18844941.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,black and white portrait of a man with crossed arms against night lights.,2,What is the man's posture?,His arms are crossed.
dataset_images/pexels_person_5_3.jpg,https://images.pexels.com/photos/18844941/pexels-photo-18844941.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,black and white portrait of a man with crossed arms against night lights.,3,What is visible in the background?,Night lights are visible in the background.
dataset_images/pexels_person_5_3.jpg,https://images.pexels.com/photos/18844941/pexels-photo-18844941.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,black and white portrait of a man with crossed arms against night lights.,4,How would you describe the mood?,The mood is bold and dramatic.
dataset_images/pexels_person_5_3.jpg,https://images.pexels.com/photos/18844941/pexels-photo-18844941.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,black and white portrait of a man with crossed arms against night lights.,5,Is this an indoor or outdoor photo?,It appears to be an outdoor photo at night.
dataset_images/pexels_person_5_4.jpg,https://images.pexels.com/photos/13627233/pexels-photo-13627233.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,"grayscale portrait of a man with a beard wearing eyeglasses, standing on a city street at night.",1,Is the image in color?,"No, it is a grayscale image."
dataset_images/pexels_person_5_4.jpg,https://images.pexels.com/photos/13627233/pexels-photo-13627233.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,"grayscale portrait of a man with a beard wearing eyeglasses, standing on a city street at night.",2,Does the man have a beard?,"Yes, he has a beard."
dataset_images/pexels_person_5_4.jpg,https://images.pexels.com/photos/13627233/pexels-photo-13627233.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,"grayscale portrait of a man with a beard wearing eyeglasses, standing on a city street at night.",3,Is the man wearing glasses?,"Yes, he is wearing eyeglasses."
dataset_images/pexels_person_5_4.jpg,https://images.pexels.com/photos/13627233/pexels-photo-13627233.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,"grayscale portrait of a man with a beard wearing eyeglasses, standing on a city street at night.",4,Where was the photo taken?,It was taken on a city street at night.
dataset_images/pexels_person_5_4.jpg,https://images.pexels.com/photos/13627233/pexels-photo-13627233.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,"grayscale portrait of a man with a beard wearing eyeglasses, standing on a city street at night.",5,Is this an indoor or outdoor photo?,It is an outdoor photo taken at night.
dataset_images/pexels_person_5_5.jpg,https://images.pexels.com/photos/9370777/pexels-photo-9370777.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,close-up black and white portrait of a young man with curly hair in soft natural light.,1,Is the image in color?,"No, it is a black and white image."
dataset_images/pexels_person_5_5.jpg,https://images.pexels.com/photos/9370777/pexels-photo-9370777.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,close-up black and white portrait of a young man with curly hair in soft natural light.,2,How would you describe the man's hair?,He has curly hair.
dataset_images/pexels_person_5_5.jpg,https://images.pexels.com/photos/9370777/pexels-photo-9370777.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,close-up black and white portrait of a young man with curly hair in soft natural light.,3,How close is the camera to the subject?,It is a close-up portrait.
dataset_images/pexels_person_5_5.jpg,https://images.pexels.com/photos/9370777/pexels-photo-9370777.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,close-up black and white portrait of a young man with curly hair in soft natural light.,4,How is the image lit?,It is lit with soft natural light.
dataset_images/pexels_person_5_5.jpg,https://images.pexels.com/photos/9370777/pexels-photo-9370777.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,close-up black and white portrait of a young man with curly hair in soft natural light.,5,How old does the man appear?,He appears to be a young man.
dataset_images/pexels_person_5_6.jpg,https://images.pexels.com/photos/10814413/pexels-photo-10814413.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,a striking black and white portrait of a young man posing in a casual button-up shirt.,1,Is the image in color?,"No, it is a black and white image."
dataset_images/pexels_person_5_6.jpg,https://images.pexels.com/photos/10814413/pexels-photo-10814413.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,a striking black and white portrait of a young man posing in a casual button-up shirt.,2,What is the man wearing?,He is wearing a casual button-up shirt.
dataset_images/pexels_person_5_6.jpg,https://images.pexels.com/photos/10814413/pexels-photo-10814413.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,a striking black and white portrait of a young man posing in a casual button-up shirt.,3,How old does the man appear?,He appears to be a young man.
